,0,1,2,3,4,5,6,7,8
103,1151977,1,1216,2015-06-14,2018-10-12,104,0,EN,0
104,5658,1,2513,2011-11-25,2018-10-12,105,0,EN,0
105,2268,1,766,2016-09-03,2018-10-09,106,0,EN,1
106,25145,1,1032,2015-12-15,2018-10-12,107,0,EN,1
107,1119546,0,2234,2012-08-28,2018-10-10,108,0,ES,0
108,11473871,0,2417,2012-02-29,2018-10-12,109,0,ES,0
109,1460161,1,2441,2012-02-05,2018-10-12,110,0,RU,0
110,13145,1,1337,2015-02-13,2018-10-12,111,0,RU,1
111,18846,1,1186,2015-07-13,2018-10-11,112,0,EN,1
112,24693,1,1658,2014-03-29,2018-10-12,113,0,EN,1
113,4730283,0,1368,2015-01-13,2018-10-12,114,0,EN,0
114,11236,0,1133,2015-08-27,2018-10-03,115,0,IT,1
115,208136,0,2635,2011-07-26,2018-10-12,116,0,EN,0
116,150,0,1068,2015-11-07,2018-10-10,117,0,EN,0
117,11067,0,1950,2013-06-09,2018-10-11,118,0,EN,1
118,10522,0,1054,2015-11-23,2018-10-12,119,0,EN,1
119,60627015,0,3148,2010-02-28,2018-10-12,120,0,EN,0
120,24897,1,1874,2013-08-25,2018-10-12,121,0,EN,1
121,4963,1,2465,2012-01-12,2018-10-12,122,0,PT,1
122,264643346,0,2664,2011-06-27,2018-10-12,123,0,EN,0
123,521478,0,1113,2015-09-25,2018-10-12,124,0,EN,0
124,168650,1,1920,2013-07-10,2018-10-12,125,0,FI,1
125,3856148,0,3021,2010-07-05,2018-10-12,126,0,EN,0
126,11057,0,928,2016-03-28,2018-10-12,127,0,EN,1
127,10755,0,1936,2013-06-21,2018-10-09,128,0,FI,1
128,13783,1,928,2016-03-28,2018-10-12,129,0,FI,0
129,42499202,0,1654,2014-04-02,2018-10-12,130,0,EN,0
130,119942,0,2899,2010-10-27,2018-10-04,131,0,EN,0
131,167757,1,2083,2013-01-28,2018-10-12,132,0,EN,0
132,9099,0,1820,2013-10-18,2018-10-12,133,0,EN,1
133,6677542,0,2346,2012-05-10,2018-10-12,134,0,EN,0
134,1362,1,2076,2013-02-04,2018-10-12,135,0,EN,0
135,26123,1,1717,2014-01-29,2018-10-12,136,0,EN,1
136,37703,1,2024,2013-03-28,2018-10-12,137,0,EN,1
137,43557,1,1661,2014-03-26,2018-10-12,138,0,EN,1
138,8376,0,1117,2015-09-17,2018-10-08,139,0,EN,1
139,388733,1,2054,2013-02-26,2018-10-12,140,0,EN,0
140,257719,0,1884,2013-08-15,2018-10-12,141,0,EN,0
141,24316020,0,4161,2007-05-22,2018-10-12,142,0,EN,0
142,4449,1,2427,2012-02-16,2018-10-09,143,0,EN,0
143,5462210,0,3991,2007-11-08,2018-10-12,144,0,EN,0
144,58,0,2972,2010-07-09,2018-08-28,145,0,EN,0
145,17523250,0,1954,2013-06-06,2018-10-12,146,0,EN,0
146,2811,0,2425,2012-02-20,2018-10-11,147,0,IT,1
147,1445613,0,1310,2015-03-12,2018-10-12,148,0,EN,0
148,28715,0,3336,2009-08-23,2018-10-11,149,0,EN,0
149,38404078,0,2075,2013-02-05,2018-10-12,150,0,FR,0
150,2785,0,1339,2015-02-11,2018-10-12,151,0,FR,1
151,1479552,0,2822,2011-01-20,2018-10-12,152,0,EN,0
152,6452,1,1167,2015-08-02,2018-10-12,153,0,EN,1
153,89368,1,1162,2015-08-07,2018-10-12,154,0,EN,1
154,64185,1,1173,2015-07-27,2018-10-12,155,0,EN,1
155,167247,1,1519,2014-08-15,2018-10-12,156,0,EN,1
156,3286,1,1339,2015-02-10,2018-10-11,157,0,EN,1
157,265677,1,2703,2011-04-24,2018-09-17,158,0,EN,1
158,10160,1,1702,2014-02-11,2018-10-10,159,0,EN,0
159,12362993,1,1489,2014-09-14,2018-10-12,160,0,EN,0
160,336342,1,821,2016-07-13,2018-10-12,161,0,EN,0
161,14686,1,1000,2016-01-16,2018-10-12,162,0,EN,1
162,1297,1,564,2017-03-18,2018-10-03,163,0,OTHER,1
163,20516537,0,1736,2014-01-10,2018-10-12,164,0,EN,0
164,4430412,1,1752,2013-12-25,2018-10-12,165,0,EN,0
165,21802629,0,1491,2014-09-12,2018-10-12,166,0,EN,0
166,6469,1,1579,2014-06-15,2018-10-11,167,0,PT,1
167,6990724,0,2030,2013-03-22,2018-10-12,168,0,EN,0
168,9059,0,2517,2011-11-19,2018-10-10,169,0,EN,1
169,1574449,1,3075,2010-05-12,2018-10-12,170,0,EN,0
170,247515,0,1848,2013-09-19,2018-10-11,171,0,EN,1
171,14384,0,2031,2013-03-16,2018-10-07,172,0,EN,1
172,3955,1,1721,2014-01-25,2018-10-12,173,0,EN,1
173,967,1,2060,2012-11-01,2018-06-23,174,1,EN,0
174,76860,0,2587,2011-09-11,2018-10-11,175,0,EN,1
175,29571339,0,3321,2009-09-08,2018-10-12,176,0,EN,0
176,3054,1,1490,2014-09-12,2018-10-11,177,0,FR,1
177,6987159,1,2155,2012-11-17,2018-10-12,178,0,EN,0
178,942,1,1678,2014-03-08,2018-10-11,179,0,EN,1
179,10078,1,1145,2015-08-24,2018-10-12,180,0,EN,1
180,1384,1,1931,2013-05-28,2018-09-10,181,0,EN,0
181,75683,1,1676,2014-03-11,2018-10-12,182,0,EN,0
182,1231,1,1540,2014-07-23,2018-10-10,183,0,EN,0
183,439980,1,1269,2015-04-22,2018-10-12,184,0,EN,0
184,2285,1,1632,2014-04-19,2018-10-07,185,0,EN,0
185,19746,1,446,2017-07-23,2018-10-12,186,0,EN,1
186,19500,0,2392,2012-03-25,2018-10-12,187,0,EN,1
187,16242,0,2665,2011-06-19,2018-10-05,188,0,EN,1
188,95642,0,1971,2013-04-18,2018-09-10,189,0,EN,0
189,37587,0,2452,2012-01-21,2018-10-08,190,0,EN,1
190,582972,1,3379,2009-07-12,2018-10-12,191,0,EN,0
191,29164,1,2151,2012-11-21,2018-10-12,192,0,FR,1
192,7356,0,1871,2013-07-26,2018-09-09,193,0,FR,0
193,10826231,0,2597,2011-09-02,2018-10-12,194,0,EN,0
194,6523,0,583,2017-03-06,2018-10-10,195,0,EN,1
195,14823576,0,2319,2012-06-06,2018-10-12,196,0,EN,0
196,413709,1,2087,2013-01-20,2018-10-08,197,0,EN,0
197,13579,1,1020,2015-12-27,2018-10-12,198,0,EN,1
198,5966,0,488,2017-06-11,2018-10-12,199,0,EN,1
199,4007,0,1133,2015-09-05,2018-10-12,200,0,EN,1
200,1101,1,485,2017-06-14,2018-10-12,201,0,EN,0
201,4704,1,2404,2012-03-03,2018-10-02,202,0,EN,1
202,40311,1,1228,2015-06-02,2018-10-12,203,0,EN,1
203,17876,0,1433,2014-11-07,2018-10-10,204,0,EN,1
204,41196,0,1501,2014-08-25,2018-10-04,205,0,EN,1
205,62560909,1,3312,2009-09-17,2018-10-12,206,0,EN,0
206,6758,1,3924,2008-01-13,2018-10-11,207,0,EN,0
207,26276,1,1605,2014-05-08,2018-09-29,208,0,DE,1
208,25202,1,1413,2014-11-28,2018-10-11,209,0,DE,0
209,5215220,0,1604,2014-05-22,2018-10-12,210,0,EN,0
210,45355,0,1425,2014-11-17,2018-10-12,211,0,FR,1
211,1898120,0,1950,2013-06-10,2018-10-12,212,0,EN,0
212,36358,0,1635,2014-04-21,2018-10-12,213,0,EN,0
213,3725526,1,1602,2014-05-24,2018-10-12,214,0,EN,0
214,65654,1,2874,2010-11-05,2018-09-18,215,0,EN,0
215,14283,1,863,2016-06-01,2018-10-12,216,0,EN,1
216,2013,1,590,2017-01-19,2018-09-01,217,0,EN,1
217,10950027,1,2404,2012-03-13,2018-10-12,218,0,ZH,0
218,15427479,0,2888,2010-11-15,2018-10-12,219,0,ZH,0
219,26025,1,994,2016-01-20,2018-10-10,220,0,EN,1
220,5008,1,1034,2015-12-13,2018-10-12,221,0,EN,1
221,14430,0,2078,2013-02-02,2018-10-12,222,0,FR,1
222,24731,1,969,2016-02-08,2018-10-04,223,0,FR,1
223,478931,0,2357,2012-04-29,2018-10-12,224,0,EN,0
224,34770,1,1700,2014-02-13,2018-10-10,225,0,EN,1
225,5566,1,1656,2014-03-31,2018-10-12,226,0,EN,1
226,26117,1,818,2016-07-16,2018-10-12,227,0,EN,1
227,46682923,0,2632,2011-07-29,2018-10-12,228,0,EN,0
228,6008,0,1630,2014-04-26,2018-10-12,229,0,EN,1
229,16043,0,2437,2012-02-09,2018-10-12,230,0,EN,1
230,216865,0,1943,2013-06-03,2018-09-28,231,0,EN,0
231,70079,1,1327,2015-02-23,2018-10-12,232,0,DE,0
232,276086,1,1224,2015-06-06,2018-10-12,233,0,DE,0
233,18198540,0,1546,2014-07-19,2018-10-12,234,0,EN,0
234,33576,0,2251,2012-08-13,2018-10-12,235,0,EN,1
235,3877246,1,3552,2009-01-20,2018-10-12,236,0,EN,0
236,1866,0,2752,2011-03-13,2018-09-24,237,0,OTHER,0
237,1161,1,2780,2011-02-28,2018-10-09,238,0,EN,1
238,108371,0,2760,2011-03-23,2018-10-12,239,0,EN,0
239,19021085,1,2336,2012-05-20,2018-10-12,240,0,EN,0
240,1661493,1,1293,2015-03-29,2018-10-12,241,0,EN,0
241,677767,1,2127,2012-12-15,2018-10-12,242,0,EN,0
242,22297,1,986,2016-01-30,2018-10-12,243,0,EN,1
243,50172,1,2306,2012-06-19,2018-10-12,244,0,EN,1
244,70689,0,2115,2012-12-27,2018-10-12,245,0,EN,1
245,790434,1,1655,2014-04-01,2018-10-12,246,0,EN,0
246,14012,1,1689,2014-02-26,2018-10-12,247,0,EN,1
247,4349402,0,2255,2012-08-09,2018-10-12,248,0,EN,0
248,6583622,1,2081,2013-01-30,2018-10-12,249,0,EN,0
249,2603,0,1426,2014-10-13,2018-09-08,250,0,EN,1
250,3496896,0,1427,2014-11-15,2018-10-12,251,0,ES,0
251,741767,0,503,2017-05-27,2018-10-12,252,0,ES,0
252,99791351,0,2502,2011-12-06,2018-10-12,253,0,EN,0
253,76108,1,2692,2011-05-30,2018-10-12,254,0,EN,1
254,101832794,0,3258,2009-11-10,2018-10-12,255,0,EN,0
255,573026,1,1690,2014-02-25,2018-10-12,256,0,EN,0
256,5036310,1,2207,2012-09-26,2018-10-12,257,0,EN,0
257,13695,1,1400,2014-12-12,2018-10-12,258,0,EN,1
258,7004359,0,2620,2011-08-10,2018-10-12,259,0,EN,0
259,33605,1,2732,2011-04-13,2018-10-05,260,0,EN,0
260,216749,0,1812,2013-10-26,2018-10-12,261,0,EN,0
261,4689,1,1019,2015-10-13,2018-07-28,262,0,EN,1
262,18896216,0,1080,2015-10-28,2018-10-12,263,0,EN,0
263,14908,1,1698,2014-02-08,2018-10-03,264,0,EN,0
264,289922,0,2038,2013-03-14,2018-10-12,265,0,EN,0
265,767,1,1217,2015-06-13,2018-10-12,266,0,EN,0
266,1214178,1,2131,2012-12-11,2018-10-12,267,0,EN,0
267,641326,0,1857,2013-09-11,2018-10-12,268,0,EN,0
268,3415434,0,1445,2014-10-28,2018-10-12,269,0,EN,0
269,1147,0,2398,2012-03-10,2018-10-03,270,0,NO,0
270,22237119,0,2529,2011-11-09,2018-10-12,271,0,EN,0
271,951,0,1292,2015-03-29,2018-10-11,272,0,EN,0
272,2944,1,3104,2010-04-13,2018-10-12,273,0,EN,1
273,25938,1,1752,2013-12-25,2018-10-12,274,0,EN,1
274,7448777,0,3556,2009-01-16,2018-10-12,275,0,EN,0
275,4370,1,1468,2014-10-05,2018-10-12,276,0,EN,1
276,3521552,0,1084,2015-10-24,2018-10-12,277,0,EN,0
277,4709,0,2488,2011-12-20,2018-10-12,278,0,EN,0
278,93599,0,2154,2012-11-17,2018-10-11,279,0,EN,0
279,8245,1,2250,2012-08-14,2018-10-12,280,0,EN,1
280,44779144,1,2464,2012-01-13,2018-10-12,281,0,EN,0
281,401,0,2538,2011-10-26,2018-10-07,282,0,EN,0
282,18607,1,1962,2013-05-29,2018-10-12,283,0,EN,1
283,2282153,1,2693,2011-05-29,2018-10-12,284,0,EN,0
284,2273,0,1676,2014-03-11,2018-10-12,285,0,EN,1
285,11559,0,1545,2014-07-20,2018-10-12,286,0,FR,1
286,5331,1,2680,2011-06-11,2018-10-12,287,0,EN,1
287,54663,1,577,2017-03-14,2018-10-12,288,0,EN,1
288,980511,1,2962,2010-09-02,2018-10-12,289,0,RU,0
289,8108,0,2632,2011-07-27,2018-10-10,290,0,RU,1
290,397843,0,824,2016-07-10,2018-10-12,291,0,PT,0
291,2685,0,1251,2015-05-10,2018-10-12,292,0,PT,1
292,82970,1,1596,2014-05-30,2018-10-12,293,0,EN,1
293,57188,1,697,2016-11-14,2018-10-12,294,0,EN,1
294,7786724,0,2660,2011-07-01,2018-10-12,295,0,EN,0
295,6587,1,1599,2014-05-27,2018-10-12,296,0,EN,1
296,66001,1,2782,2011-02-26,2018-10-09,297,0,EN,0
297,59865,1,2240,2012-08-14,2018-10-02,298,0,EN,0
298,750522,0,2502,2011-12-05,2018-10-11,299,0,EN,0
299,977,0,1627,2014-03-26,2018-09-08,300,0,EN,0
300,72048,0,2104,2013-01-07,2018-10-12,301,0,EN,1
301,61025138,1,1020,2015-12-27,2018-10-12,302,0,EN,0
302,3386,1,2231,2012-08-24,2018-10-03,303,0,DE,0
303,2630,1,1484,2014-09-13,2018-10-06,304,0,DE,1
304,982130,1,2161,2012-11-11,2018-10-12,305,0,EN,0
305,7496,1,1862,2013-08-12,2018-09-17,306,0,EN,1
306,1217,0,789,2016-08-13,2018-10-11,307,0,EN,1
307,2132,1,1066,2015-11-11,2018-10-12,308,0,EN,1
308,61499,1,2571,2011-09-10,2018-09-24,309,0,EN,1
309,6042,0,1493,2014-09-08,2018-10-10,310,0,EN,1
310,37642632,0,3181,2010-01-26,2018-10-12,311,0,EN,0
311,29469,1,2711,2011-04-16,2018-09-17,312,0,EN,1
312,2878,0,2179,2012-10-19,2018-10-07,313,0,EN,0
313,158506,0,2086,2013-01-25,2018-10-12,314,0,EN,0
314,2191724,0,1465,2014-10-08,2018-10-12,315,0,EN,0
315,12818,1,1899,2013-07-22,2018-10-03,316,0,EN,0
316,30281816,0,1866,2013-09-02,2018-10-12,317,0,EN,0
317,910,0,1284,2015-04-03,2018-10-08,318,0,ZH,0
318,41,0,1122,2015-06-22,2018-07-18,319,0,EN,0
319,1341493,1,2262,2012-08-02,2018-10-12,320,0,EN,0
320,104270,1,1366,2015-01-15,2018-10-12,321,0,EN,1
321,130153,0,2417,2012-02-29,2018-10-12,322,0,EN,0
322,55068,1,1538,2014-07-26,2018-10-11,323,0,EN,1
323,4517,1,1792,2013-11-15,2018-10-12,324,0,EN,1
324,398751,0,2186,2012-10-17,2018-10-12,325,0,EN,0
325,3701,1,1572,2014-06-23,2018-10-12,326,0,EN,1
326,32188,0,2428,2012-02-14,2018-10-08,327,0,EN,1
327,103427,0,3154,2010-02-21,2018-10-11,328,0,EN,0
328,1582,0,1574,2014-06-21,2018-10-12,329,0,EN,1
329,817609,0,2868,2010-12-05,2018-10-12,330,0,EN,0
330,2279265,1,1274,2015-04-17,2018-10-12,331,0,EN,0
331,28137,1,2585,2011-09-07,2018-10-05,332,0,OTHER,1
332,1781,0,1182,2015-07-18,2018-10-12,333,0,EN,1
333,5652,0,2422,2012-02-24,2018-10-12,334,0,EN,1
334,1254539,1,1152,2015-08-17,2018-10-12,335,0,HU,0
335,103286,0,1328,2015-02-22,2018-10-12,336,0,HU,0
336,1605732,1,2042,2013-03-10,2018-10-12,337,0,EN,0
337,0,1,391,2014-03-01,2015-03-27,338,1,OTHER,0
338,2731,1,644,2017-01-06,2018-10-12,339,0,EN,1
339,51040,0,2424,2012-02-20,2018-10-10,340,0,EN,1
340,6820,0,1443,2014-10-30,2018-10-12,341,0,EN,1
341,2419162,0,1244,2015-05-17,2018-10-12,342,0,EN,0
342,423,0,1542,2014-07-23,2018-10-12,343,0,EN,0
343,94696,0,3221,2009-12-17,2018-10-12,344,0,EN,1
344,3034,1,704,2016-11-02,2018-10-07,345,0,EN,1
345,955250,0,2155,2012-11-17,2018-10-12,346,0,EN,0
346,9691,1,2328,2012-04-05,2018-08-20,347,0,EN,0
347,3457,1,1025,2015-12-22,2018-10-12,348,0,EN,1
348,1807,0,1665,2014-03-20,2018-10-10,349,0,EN,0
349,27050,1,2446,2012-01-30,2018-10-11,350,0,EN,1
350,89131,1,3382,2009-07-09,2018-10-12,351,0,EN,1
351,5797866,0,2555,2011-10-14,2018-10-12,352,0,EN,0
352,1525029,0,3186,2010-01-21,2018-10-12,353,0,EN,0
353,3680244,0,1768,2013-12-09,2018-10-12,354,0,EN,0
354,79850,0,821,2016-07-13,2018-10-12,355,0,EN,0
355,2294590,0,1907,2013-07-23,2018-10-12,356,0,EN,0
356,9885,1,2358,2012-04-08,2018-09-22,357,0,EN,0
357,6486,0,1671,2014-03-16,2018-10-12,358,0,FI,1
358,1755,0,1718,2014-01-15,2018-09-29,359,0,FI,0
359,85304,1,2165,2012-11-06,2018-10-11,360,0,DE,0
360,1738128,1,2218,2012-09-15,2018-10-12,361,0,DE,0
361,1661903,0,2649,2011-07-12,2018-10-12,362,0,EN,0
362,251378,0,2726,2011-04-22,2018-10-08,363,0,EN,1
363,60800,0,1732,2014-01-13,2018-10-11,364,0,EN,1
364,3443,1,1914,2013-07-16,2018-10-12,365,0,EN,0
365,77002,1,2843,2010-12-30,2018-10-12,366,0,EN,1
366,15081,0,1514,2014-08-18,2018-10-10,367,0,EN,1
367,35412,1,1002,2016-01-14,2018-10-12,368,0,EN,1
368,1128,0,713,2016-10-26,2018-10-09,369,0,EN,1
369,230658,1,1776,2013-12-01,2018-10-12,370,0,EN,0
370,9363,1,2166,2012-11-01,2018-10-07,371,0,EN,1
371,13535821,1,2152,2012-11-20,2018-10-12,372,0,EN,0
372,1472,1,860,2016-05-23,2018-09-30,373,0,TH,0
373,12174882,1,2458,2012-01-19,2018-10-12,374,0,EN,0
374,828,1,1370,2014-12-10,2018-09-10,375,0,EN,0
375,408544,1,2140,2012-12-02,2018-10-12,376,0,EN,0
376,8010,1,1460,2014-10-13,2018-10-12,377,0,EN,1
377,2822,0,1626,2014-04-28,2018-10-10,378,0,EN,1
378,607,1,2828,2011-01-07,2018-10-05,379,0,EN,0
379,13750,1,2638,2011-07-23,2018-10-12,380,0,EN,1
380,1949294,1,2707,2011-05-15,2018-10-12,381,0,EN,0
381,8018,0,2493,2011-12-14,2018-10-11,382,0,EN,1
382,3459,1,502,2017-05-27,2018-10-11,383,0,EN,1
383,28628156,1,2551,2011-10-18,2018-10-12,384,0,EN,0
384,1768954,1,2515,2011-11-23,2018-10-12,385,0,EN,0
385,141732,1,2045,2013-03-07,2018-10-12,386,0,EN,0
386,21407,0,2667,2011-06-24,2018-10-12,387,0,EN,1
387,19292,1,275,2018-01-10,2018-10-12,388,0,EN,1
388,1101,0,369,2017-10-07,2018-10-11,389,0,EN,1
389,3645,0,2722,2011-04-29,2018-10-11,390,0,EN,0
390,23579,0,1932,2013-06-14,2018-09-28,391,0,EN,1
391,20175019,1,3795,2008-05-22,2018-10-12,392,0,EN,0
392,4185,0,1877,2013-07-17,2018-09-06,393,0,EN,0
393,4829,0,1373,2015-01-08,2018-10-12,394,0,EN,1
394,8586,1,1878,2013-08-21,2018-10-12,395,0,EN,1
395,2394271,1,2079,2013-02-01,2018-10-12,396,0,EN,0
396,1279,1,1581,2014-04-09,2018-08-07,397,0,EN,0
397,50825697,0,2165,2012-11-07,2018-10-12,398,0,EN,0
398,7713,0,2282,2012-07-11,2018-10-10,399,0,EN,0
399,5724909,1,2973,2010-08-22,2018-10-12,400,0,EN,0
400,135408,1,3253,2009-11-15,2018-10-12,401,0,EN,1
401,1372546,1,1438,2014-11-04,2018-10-12,402,0,EN,0
402,1807,0,1252,2015-05-09,2018-10-12,403,0,EN,0
403,5499,1,285,2017-12-28,2018-10-09,404,0,EN,1
404,5904,1,205,2018-03-21,2018-10-12,405,0,EN,1
405,58767961,0,3073,2010-05-14,2018-10-12,406,0,EN,0
406,18936,0,552,2017-04-07,2018-10-11,407,0,EN,1
407,4340,1,2305,2012-06-20,2018-10-12,408,0,EN,1
408,470077,0,2187,2012-10-16,2018-10-12,409,0,EN,0
409,7796,1,1853,2013-09-15,2018-10-12,410,0,EN,1
410,1393,0,1308,2015-03-12,2018-10-10,411,0,EN,1
411,558,1,958,2016-01-24,2018-09-08,412,0,EN,0
412,27473,1,2436,2012-02-09,2018-10-11,413,0,EN,1
413,65113,0,1221,2015-06-09,2018-10-12,414,0,FR,1
414,1524,1,2087,2013-01-20,2018-10-08,415,0,FR,0
415,42340657,0,3894,2008-02-13,2018-10-12,416,0,EN,0
416,16497,1,2316,2012-06-09,2018-10-12,417,0,DA,1
417,442669,0,2420,2012-02-26,2018-10-12,418,0,EN,1
418,1286,0,2240,2012-08-23,2018-10-11,419,0,ES,0
419,957,0,2126,2012-11-20,2018-09-16,420,0,EN,0
420,1166716,1,1576,2014-06-19,2018-10-12,421,0,EN,0
